mqtt.js:7 {1: 0, 2: 1, 3: 2, 4: 3, 5: 4, 6: 5}
mqtt.js:15 5 1684347526369 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347526380 {id: '6', acc_x: -23.75527, acc_y: -9.799467087, acc_z: -0.799663365, rot_x: 0.057289433, …}
mqtt.js:15 5 1684347526425 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347526435 {id: '6', acc_x: -23.76005745, acc_y: -9.789890289, acc_z: -0.794874966, rot_x: 0.057555895, …}
mqtt.js:15 4 1684347526470 {id: '4', acc_x: 36.34877014, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127901986, …}
mqtt.js:15 6 1684347526489 {id: '6', acc_x: -23.7648468, acc_y: -9.794678688, acc_z: -0.799663365, rot_x: 0.056490045, …}
mqtt.js:15 4 1684347526529 {id: '4', acc_x: 36.99520493, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126836136, …}
mqtt.js:15 6 1684347526549 {id: '6', acc_x: -23.76005745, acc_y: -9.806650162, acc_z: -0.802057564, rot_x: 0.055157732, …}
mqtt.js:15 3 1684347526550 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 1 1684347526566 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.220977783, rot_x: 0.114312403, …}
mqtt.js:15 6 1684347526599 {id: '6', acc_x: -23.75287437, acc_y: -9.804255486, acc_z: -0.804451764, rot_x: 0.051693719, …}
mqtt.js:15 1 1684347526622 {id: '1', acc_x: 28.9794178, acc_y: -78.45320129, acc_z: 4.228160381, rot_x: 0.113246553, …}
mqtt.js:15 6 1684347526654 {id: '6', acc_x: -23.74808693, acc_y: -9.789890289, acc_z: -0.814028561, rot_x: 0.049295556, …}
mqtt.js:15 2 1684347526671 {id: '2', acc_x: 0.04309563, acc_y: 0.337582439, acc_z: 9.564835548, rot_x: -0.033574272, …}
mqtt.js:15 6 1684347526726 {id: '6', acc_x: -23.75527, acc_y: -9.794678688, acc_z: -0.787692368, rot_x: 0.049828485, …}
mqtt.js:15 2 1684347526726 {id: '2', acc_x: 0.045489833, acc_y: 0.33518824, acc_z: 9.564835548, rot_x: -0.024514547, …}
mqtt.js:15 6 1684347526773 {id: '6', acc_x: -23.76724052, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.05249311, …}
mqtt.js:15 5 1684347526777 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347526819 {id: '6', acc_x: -23.76963425, acc_y: -9.797073364, acc_z: -0.799663365, rot_x: 0.054091886, …}
mqtt.js:15 5 1684347526832 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347526879 {id: '4', acc_x: 36.413414, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127369061, …}
mqtt.js:15 6 1684347526879 {id: '6', acc_x: -23.75527, acc_y: -9.804255486, acc_z: -0.790086567, rot_x: 0.052759573, …}
mqtt.js:15 3 1684347526891 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347526933 {id: '6', acc_x: -23.75766373, acc_y: -9.801861763, acc_z: -0.797269166, rot_x: 0.049562022, …}
mqtt.js:15 3 1684347526946 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 1 1684347526976 {id: '1', acc_x: 28.95308113, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.113779478, …}
mqtt.js:15 6 1684347526984 {id: '6', acc_x: -23.7744236, acc_y: -9.792284966, acc_z: -0.792480767, rot_x: 0.046897396, …}
mqtt.js:15 1 1684347527026 {id: '1', acc_x: 28.97702408, acc_y: -78.45320129, acc_z: 4.235342979, rot_x: 0.112447165, …}
mqtt.js:15 6 1684347527040 {id: '6', acc_x: -23.7744236, acc_y: -9.789890289, acc_z: -0.792480767, rot_x: 0.04769678, …}
mqtt.js:15 2 1684347527073 {id: '2', acc_x: 0.059855044, acc_y: 0.323217243, acc_z: 9.600749016, rot_x: -0.032241959, …}
mqtt.js:15 6 1684347527095 {id: '6', acc_x: -23.76963425, acc_y: -9.787496567, acc_z: -0.799663365, rot_x: 0.050094947, …}
mqtt.js:15 2 1684347527128 {id: '2', acc_x: 0.067037649, acc_y: 0.316034615, acc_z: 9.583989143, rot_x: -0.035173047, …}
mqtt.js:15 6 1684347527155 {id: '6', acc_x: -23.76245117, acc_y: -9.797073364, acc_z: -0.809240162, rot_x: 0.051693719, …}
mqtt.js:15 5 1684347527181 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347527204 {id: '6', acc_x: -23.77202797, acc_y: -9.792284966, acc_z: -0.790086567, rot_x: 0.051960181, …}
mqtt.js:15 4 1684347527224 {id: '4', acc_x: 35.34799576, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.127102599, …}
mqtt.js:15 6 1684347527265 {id: '6', acc_x: -23.76963425, acc_y: -9.789890289, acc_z: -0.802057564, rot_x: 0.049828485, …}
mqtt.js:15 4 1684347527270 {id: '4', acc_x: 35.30010986, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 3 1684347527290 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347527319 {id: '6', acc_x: -23.7744236, acc_y: -9.794678688, acc_z: -0.804451764, rot_x: 0.049295556, …}
mqtt.js:15 3 1684347527343 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347527369 {id: '6', acc_x: -23.78639412, acc_y: -9.789890289, acc_z: -0.792480767, rot_x: 0.050894335, …}
mqtt.js:15 1 1684347527374 {id: '1', acc_x: 28.95068741, acc_y: -78.45320129, acc_z: 4.23294878, rot_x: 0.114578865, …}
mqtt.js:15 6 1684347527427 {id: '6', acc_x: -23.7840004, acc_y: -9.789890289, acc_z: -0.794874966, rot_x: 0.053558957, …}
mqtt.js:15 1 1684347527429 {id: '1', acc_x: 28.90519714, acc_y: -78.45320129, acc_z: 4.230554581, rot_x: 0.11191424, …}
mqtt.js:15 2 1684347527474 {id: '2', acc_x: 0.064643443, acc_y: 0.33279404, acc_z: 9.569623947, rot_x: -0.026113322, …}
mqtt.js:15 6 1684347527482 {id: '6', acc_x: -23.77681732, acc_y: -9.797073364, acc_z: -0.797269166, rot_x: 0.054624807, …}
mqtt.js:15 5 1684347527523 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347527535 {id: '6', acc_x: -23.77921104, acc_y: -9.801861763, acc_z: -0.799663365, rot_x: 0.053558957, …}
mqtt.js:15 6 1684347527591 {id: '6', acc_x: -23.77681732, acc_y: -9.799467087, acc_z: -0.799663365, rot_x: 0.051693719, …}
mqtt.js:15 4 1684347527614 {id: '4', acc_x: 36.38707733, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.126569673, …}
mqtt.js:15 6 1684347527646 {id: '6', acc_x: -23.7744236, acc_y: -9.787496567, acc_z: -0.792480767, rot_x: 0.053026035, …}
mqtt.js:15 6 1684347527701 {id: '6', acc_x: -23.77202797, acc_y: -9.787496567, acc_z: -0.785298169, rot_x: 0.056223582, …}
mqtt.js:15 6 1684347527756 {id: '6', acc_x: -23.76963425, acc_y: -9.794678688, acc_z: -0.782903969, rot_x: 0.05808882, …}
mqtt.js:15 6 1684347527814 {id: '6', acc_x: -23.75766373, acc_y: -9.797073364, acc_z: -0.792480767, rot_x: 0.05808882, …}
mqtt.js:15 2 1684347527845 {id: '2', acc_x: 0.059855044, acc_y: 0.337582439, acc_z: 9.591172218, rot_x: -0.007194487, …}

mqtt.js:15 1 1684347527778 {id: '1', acc_x: 28.93871689, acc_y: -78.45320129, acc_z: 4.225766182, rot_x: 0.114045948, …}
mqtt.js:15 2 1684347527878 {id: '2', acc_x: 0.047884032, acc_y: 0.328005642, acc_z: 9.607931137, rot_x: -0.018119449, …}
mqtt.js:15 3 1684347527711 {id: '3', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 4 1684347527676 {id: '4', acc_x: 36.46608734, acc_y: -78.45320129, acc_z: 78.45080566, rot_x: 0.125770286, …}
mqtt.js:15 5 1684347527591 {id: '5', acc_x: 0, acc_y: 0, acc_z: 0, rot_x: 0, …}
mqtt.js:15 6 1684347527867 {id: '6', acc_x: -23.75527, acc_y: -9.794678688, acc_z: -0.804451764, rot_x: 0.055690661, …}
